Año encuesta;Localidad;Sexo;Aseguramiento;Estrato;NIVEL_CONSUMO_TABACO_ACTUAL;Casos Fuma;Casos de tabaquismo pasivo;Casos de tabaquismo pesado;Registros
2023;Santa Fe;Hombre;Contributivo (EPS);2;LEVE;2;1;0;2
2023;Santa Fe;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2023;Santa Fe;Hombre;Contributivo (EPS);2;SEVERO;1;1;1;1
2023;Santa Fe;Hombre;Contributivo (EPS);3;LEVE;1;0;0;1
2023;Santa Fe;Hombre;Contributivo (EPS);3;MODERADO;1;0;1;1
2023;Santa Fe;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Santa Fe;Hombre;Subsidiado (EPSS);2;MODERADO;3;0;3;3
2023;Santa Fe;Hombre;Subsidiado (EPSS);3;MODERADO;1;1;1;1
2023;Santa Fe;Mujer;Contributivo (EPS);2;LEVE;2;0;0;2
2023;Santa Fe;Mujer;Contributivo (EPS);2;MODERADO;4;2;4;4
2023;Santa Fe;Mujer;Subsidiado (EPSS);2;LEVE;3;1;0;3
2023;Santa Fe;Mujer;Subsidiado (EPSS);2;MODERADO;3;0;3;3
2023;Santa Fe;Mujer;Subsidiado (EPSS);2;SEVERO;1;0;1;1
2023;Suba;Hombre;Contributivo (EPS);2;LEVE;2;0;0;2
2023;Suba;Hombre;Contributivo (EPS);2;MODERADO;2;1;1;2
2023;Suba;Hombre;Contributivo (EPS);3;LEVE;3;0;2;3
2023;Suba;Hombre;Contributivo (EPS);4;LEVE;1;0;0;1
2023;Suba;Hombre;Subsidiado (EPSS);3;LEVE;1;0;1;1
2023;Suba;Hombre;Subsidiado (EPSS);3;MODERADO;1;0;1;1
2023;Suba;Mujer;Contributivo (EPS);2;LEVE;1;1;1;1
2023;Suba;Mujer;Contributivo (EPS);2;MODERADO;2;1;2;2
2023;Suba;Mujer;Contributivo (EPS);3;LEVE;2;0;0;2
2023;Suba;Mujer;Contributivo (EPS);3;MODERADO;1;1;1;1
2023;Sumapaz;Hombre;Subsidiado (EPSS);1;LEVE;1;0;1;1
2023;Teusaquillo;Hombre;Contributivo (EPS);4;LEVE;2;0;1;2
2023;Teusaquillo;Hombre;Contributivo (EPS);4;MODERADO;2;0;2;2
2023;Teusaquillo;Hombre;Contributivo (EPS);4;SEVERO;1;1;1;1
2023;Teusaquillo;Hombre;Ninguno;4;MODERADO;1;0;1;1
2023;Teusaquillo;Hombre;Subsidiado (EPSS);3;LEVE;1;0;0;1
2023;Teusaquillo;Mujer;Contributivo (EPS);4;LEVE;2;0;1;2
2023;Teusaquillo;Mujer;Contributivo (EPS);4;MODERADO;1;0;1;1
2023;Tunjuelito;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Tunjuelito;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2023;Tunjuelito;Hombre;Régimen excepcional;2;MODERADO;1;0;1;1
2023;Tunjuelito;Hombre;Subsidiado (EPSS);2;LEVE;1;0;0;1
2023;Tunjuelito;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Tunjuelito;Mujer;Subsidiado (EPSS);2;LEVE;4;1;0;4
2023;Tunjuelito;Mujer;Subsidiado (EPSS);2;MODERADO;1;1;1;1
2023;Usaquén;Hombre;Contributivo (EPS);5;LEVE;1;0;0;1
2023;Usaquén;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Usaquén;Mujer;Contributivo (EPS);4;MODERADO;2;0;2;2
2023;Usaquén;Mujer;Ninguno;3;LEVE;1;0;1;1
2023;Usaquén;Mujer;Subsidiado (EPSS);2;LEVE;1;0;1;1
2023;Usme;Hombre;Contributivo (EPS);1;MODERADO;1;0;1;1
2023;Usme;Hombre;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Usme;Hombre;Contributivo (EPS);2;MODERADO;1;0;1;1
2023;Usme;Hombre;Régimen excepcional;2;SEVERO;1;0;1;1
2023;Usme;Hombre;Subsidiado (EPSS);1;LEVE;1;0;0;1
2023;Usme;Mujer;Contributivo (EPS);2;LEVE;1;0;0;1
2023;Usme;Mujer;Subsidiado (EPSS);2;LEVE;2;2;0;2

